player,round,score,total,place,year,major,date,major_id,major_round,made_cut,liv,defect_date,post,sv_field,birthdate,age,event_time
Mackenzie Hughes,3,69.0,282.0,58.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,1,0,,0,-1.4177215189873351,1990-11-23,29.711156741957563,
Mackenzie Hughes,4,72.0,282.0,58.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,1,0,,0,2.7468354430379804,1990-11-23,29.711156741957563,
Marc Leishman,1,70.0,142.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,0,1,2022-09-02,0,-1.1153846153846132,1983-10-24,36.79397672826831,-11.0
Marc Leishman,2,72.0,142.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,0,1,2022-09-02,0,0.6923076923076934,1983-10-24,36.79397672826831,-11.0
Marc Leishman,3,,142.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,0,1,2022-09-02,0,,1983-10-24,36.79397672826831,-11.0
Marc Leishman,4,,142.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,0,1,2022-09-02,0,,1983-10-24,36.79397672826831,-11.0
Marcus Kinhult,1,74.0,151.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,0,0,,0,2.884615384615387,1996-07-24,24.043805612594113,
Marcus Kinhult,2,77.0,151.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,0,0,,0,5.692307692307693,1996-07-24,24.043805612594113,
Marcus Kinhult,3,,151.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,0,0,,0,,1996-07-24,24.043805612594113,
Marcus Kinhult,4,,151.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,0,0,,0,,1996-07-24,24.043805612594113,
Mark Hubbard,1,70.0,281.0,51.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,1,0,,0,-1.1153846153846132,1989-05-24,31.211498973305954,
Mark Hubbard,2,71.0,281.0,51.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,1,0,,0,-0.3076923076923066,1989-05-24,31.211498973305954,
Mark Hubbard,3,70.0,281.0,51.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,1,0,,0,-0.4177215189873351,1989-05-24,31.211498973305954,
Mark Hubbard,4,70.0,281.0,51.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,1,0,,0,0.7468354430379804,1989-05-24,31.211498973305954,
Martin Kaymer,1,66.0,148.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,0,1,2022-06-09,0,-5.115384615384613,1984-12-28,35.61396303901437,-6.0
Martin Kaymer,2,82.0,148.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,0,1,2022-06-09,0,10.692307692307693,1984-12-28,35.61396303901437,-6.0
Martin Kaymer,3,,148.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,0,1,2022-06-09,0,,1984-12-28,35.61396303901437,-6.0
Martin Kaymer,4,,148.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,0,1,2022-06-09,0,,1984-12-28,35.61396303901437,-6.0
Marty Jertson,1,74.0,150.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,0,0,,0,2.884615384615387,1980-08-24,39.95893223819302,
Marty Jertson,2,76.0,150.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,0,0,,0,4.692307692307693,1980-08-24,39.95893223819302,
Marty Jertson,3,,150.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,0,0,,0,,1980-08-24,39.95893223819302,
Marty Jertson,4,,150.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,0,0,,0,,1980-08-24,39.95893223819302,
Matt Fitzpatrick,1,74.0,144.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,0,0,,0,2.884615384615387,1994-09-01,25.93839835728953,
Matt Fitzpatrick,2,70.0,144.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,0,0,,0,-1.3076923076923066,1994-09-01,25.93839835728953,
Matt Fitzpatrick,3,,144.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,0,0,,0,,1994-09-01,25.93839835728953,
Matt Fitzpatrick,4,,144.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,0,0,,0,,1994-09-01,25.93839835728953,
Matt Jones,1,70.0,145.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,0,0,,0,-1.1153846153846132,1980-04-19,40.3066392881588,
Matt Jones,2,75.0,145.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,0,0,,0,3.6923076923076934,1980-04-19,40.3066392881588,
Matt Jones,3,,145.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,0,0,,0,,1980-04-19,40.3066392881588,
Matt Jones,4,,145.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,0,0,,0,,1980-04-19,40.3066392881588,
Matt Kuchar,1,71.0,143.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,0,0,,0,-0.1153846153846132,1978-06-21,42.13552361396304,
Matt Kuchar,2,72.0,143.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,0,0,,0,0.6923076923076934,1978-06-21,42.13552361396304,
Matt Kuchar,3,,143.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,0,0,,0,,1978-06-21,42.13552361396304,
Matt Kuchar,4,,143.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,0,0,,0,,1978-06-21,42.13552361396304,
Matt Wallace,1,71.0,287.0,77.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,1,0,,0,-0.1153846153846132,1990-04-12,30.327173169062284,
Matt Wallace,2,70.0,287.0,77.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,1,0,,0,-1.3076923076923066,1990-04-12,30.327173169062284,
Matt Wallace,3,74.0,287.0,77.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,1,0,,0,3.582278481012665,1990-04-12,30.327173169062284,
Matt Wallace,4,72.0,287.0,77.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,1,0,,0,2.7468354430379804,1990-04-12,30.327173169062284,
Matthew Wolff,1,69.0,270.0,4.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,1,1,2022-06-30,0,-2.115384615384613,1999-04-14,21.322381930184804,-7.0
Matthew Wolff,2,68.0,270.0,4.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,1,1,2022-06-30,0,-3.3076923076923066,1999-04-14,21.322381930184804,-7.0
Matthew Wolff,3,68.0,270.0,4.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,1,1,2022-06-30,0,-2.417721518987335,1999-04-14,21.322381930184804,-7.0
Matthew Wolff,4,65.0,270.0,4.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,1,1,2022-06-30,0,-4.25316455696202,1999-04-14,21.322381930184804,-7.0
Matthias Schwab,1,69.0,145.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,0,0,,0,-2.115384615384613,1994-12-09,25.66735112936345,
Matthias Schwab,2,76.0,145.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,0,0,,0,4.692307692307693,1994-12-09,25.66735112936345,
Matthias Schwab,3,,145.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,0,0,,0,,1994-12-09,25.66735112936345,
Matthias Schwab,4,,145.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,0,0,,0,,1994-12-09,25.66735112936345,
Max Homa,1,74.0,145.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,0,0,,0,2.884615384615387,1990-11-19,29.72210814510609,
Max Homa,2,71.0,145.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,0,0,,0,-0.3076923076923066,1990-11-19,29.72210814510609,
Max Homa,3,,145.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,0,0,,0,,1990-11-19,29.72210814510609,
Max Homa,4,,145.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,0,0,,0,,1990-11-19,29.72210814510609,
Michael Auterson,1,75.0,149.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,0,0,,0,3.884615384615387,,,
Michael Auterson,2,74.0,149.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,0,0,,0,2.6923076923076934,,,
Michael Auterson,3,,149.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,0,0,,0,,,,
Michael Auterson,4,,149.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,0,0,,0,,,,
Michael Thompson,1,71.0,143.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,0,0,,0,-0.1153846153846132,1985-04-16,35.31553730321698,
Michael Thompson,2,72.0,143.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,0,0,,0,0.6923076923076934,1985-04-16,35.31553730321698,
Michael Thompson,3,,143.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,0,0,,0,,1985-04-16,35.31553730321698,
Michael Thompson,4,,143.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,0,0,,0,,1985-04-16,35.31553730321698,
Mike Lorenzo-Vera,1,66.0,134.0,2.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,1,0,,0,-5.115384615384613,1985-01-28,35.52908966461328,
Mike Lorenzo-Vera,2,68.0,134.0,2.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,1,0,,0,-3.3076923076923066,1985-01-28,35.52908966461328,
Mike Lorenzo-Vera,3,72.0,280.0,43.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,1,0,,0,1.5822784810126649,1985-01-28,35.52908966461328,
Mike Lorenzo-Vera,4,74.0,280.0,43.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,1,0,,0,4.74683544303798,1985-01-28,35.52908966461328,
Nate Lashley,1,69.0,279.0,37.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,1,0,,0,-2.115384615384613,1982-12-12,37.659137577002056,
Nate Lashley,2,70.0,279.0,37.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,1,0,,0,-1.3076923076923066,1982-12-12,37.659137577002056,
Nate Lashley,3,70.0,279.0,37.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,1,0,,0,-0.4177215189873351,1982-12-12,37.659137577002056,
Nate Lashley,4,70.0,279.0,37.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,1,0,,0,0.7468354430379804,1982-12-12,37.659137577002056,
Nick Taylor,1,76.0,149.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,0,0,,0,4.884615384615387,1988-04-14,32.32032854209446,
Nick Taylor,2,73.0,149.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,0,0,,0,1.6923076923076934,1988-04-14,32.32032854209446,
Nick Taylor,3,,149.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,0,0,,0,,1988-04-14,32.32032854209446,
Nick Taylor,4,,149.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,0,0,,0,,1988-04-14,32.32032854209446,
Pan Cheng-tsung,1,72.0,144.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,0,0,,0,0.8846153846153868,1991-11-12,28.7419575633128,
Pan Cheng-tsung,2,72.0,144.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,0,0,,0,0.6923076923076934,1991-11-12,28.7419575633128,
Pan Cheng-tsung,3,,144.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,0,0,,0,,1991-11-12,28.7419575633128,
Pan Cheng-tsung,4,,144.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,0,0,,0,,1991-11-12,28.7419575633128,
Patrick Cantlay,1,73.0,280.0,43.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,1,0,,0,1.8846153846153868,1992-03-17,28.396988364134156,
Patrick Cantlay,2,68.0,280.0,43.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,1,0,,0,-3.3076923076923066,1992-03-17,28.396988364134156,
Patrick Cantlay,3,66.0,280.0,43.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,1,0,,0,-4.417721518987335,1992-03-17,28.396988364134156,
Patrick Cantlay,4,73.0,280.0,43.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,1,0,,0,3.7468354430379804,1992-03-17,28.396988364134156,
Patrick Reed,1,68.0,273.0,13.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,1,1,2022-06-30,0,-3.115384615384613,1990-08-05,30.012320328542096,-10.0
Patrick Reed,2,70.0,273.0,13.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,1,1,2022-06-30,0,-1.3076923076923066,1990-08-05,30.012320328542096,-10.0
Patrick Reed,3,69.0,273.0,13.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,1,1,2022-06-30,0,-1.4177215189873351,1990-08-05,30.012320328542096,-10.0
Patrick Reed,4,66.0,273.0,13.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,1,1,2022-06-30,0,-3.2531645569620196,1990-08-05,30.012320328542096,-10.0
Paul Casey,1,68.0,135.0,8.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,1,0,,0,-3.115384615384613,1977-07-21,43.05270362765229,
Paul Casey,2,67.0,135.0,8.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,1,0,,0,-4.307692307692307,1977-07-21,43.05270362765229,
Paul Casey,3,68.0,203.0,4.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,1,0,,0,-2.417721518987335,1977-07-21,43.05270362765229,
Paul Casey,4,66.0,269.0,2.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,1,0,,0,-3.2531645569620196,1977-07-21,43.05270362765229,
Phil Mickelson,1,72.0,284.0,71.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,1,1,2022-06-09,0,0.8846153846153868,1970-06-16,50.1492128678987,-7.0
Phil Mickelson,2,69.0,284.0,71.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,1,1,2022-06-09,0,-2.3076923076923066,1970-06-16,50.1492128678987,-7.0
Phil Mickelson,3,70.0,284.0,71.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,1,1,2022-06-09,0,-0.4177215189873351,1970-06-16,50.1492128678987,-7.0
Phil Mickelson,4,73.0,284.0,71.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,1,1,2022-06-09,0,3.7468354430379804,1970-06-16,50.1492128678987,-7.0
Rafa Cabrera-Bello,1,72.0,148.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,0,0,,0,0.8846153846153868,1984-05-25,36.20807665982204,
Rafa Cabrera-Bello,2,76.0,148.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,0,0,,0,4.692307692307693,1984-05-25,36.20807665982204,
Rafa Cabrera-Bello,3,,148.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,0,0,,0,,1984-05-25,36.20807665982204,
Rafa Cabrera-Bello,4,,148.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,0,0,,0,,1984-05-25,36.20807665982204,
Rich Beem,1,80.0,155.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,0,0,,0,8.884615384615387,1970-08-24,49.960301163586585,
Rich Beem,2,75.0,155.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,0,0,,0,3.6923076923076934,1970-08-24,49.960301163586585,
Rich Beem,3,,155.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,0,0,,0,,1970-08-24,49.960301163586585,
Rich Beem,4,,155.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,0,0,,0,,1970-08-24,49.960301163586585,
Rich Berberian Jr.,1,76.0,150.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,0,0,,0,4.884615384615387,,,
Rich Berberian Jr.,2,74.0,150.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,0,0,,0,2.6923076923076934,,,
Rich Berberian Jr.,3,,150.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,0,0,,0,,,,
Rich Berberian Jr.,4,,150.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,0,0,,0,,,,
Richy Werenski,1,71.0,143.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,0,0,,0,-0.1153846153846132,1991-12-22,28.632443531827516,
Richy Werenski,2,72.0,143.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,0,0,,0,0.6923076923076934,1991-12-22,28.632443531827516,
Richy Werenski,3,,143.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,0,0,,0,,1991-12-22,28.632443531827516,
Richy Werenski,4,,143.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,0,0,,0,,1991-12-22,28.632443531827516,
Rickie Fowler,1,73.0,142.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,0,0,,0,1.8846153846153868,1988-12-13,31.655030800821354,
Rickie Fowler,2,69.0,142.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,0,0,,0,-2.3076923076923066,1988-12-13,31.655030800821354,
Rickie Fowler,3,,142.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,0,0,,0,,1988-12-13,31.655030800821354,
Rickie Fowler,4,,142.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,0,0,,0,,1988-12-13,31.655030800821354,
Rob Labritz,1,71.0,147.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,0,0,,0,-0.1153846153846132,1971-05-31,49.1937029431896,
Rob Labritz,2,76.0,147.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,0,0,,0,4.692307692307693,1971-05-31,49.1937029431896,
Rob Labritz,3,,147.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,0,0,,0,,1971-05-31,49.1937029431896,
Rob Labritz,4,,147.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,0,0,,0,,1971-05-31,49.1937029431896,
Robert MacIntyre,1,73.0,283.0,66.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,1,0,,0,1.8846153846153868,1996-08-03,24.016427104722794,
Robert MacIntyre,2,67.0,283.0,66.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,1,0,,0,-4.307692307692307,1996-08-03,24.016427104722794,
Robert MacIntyre,3,74.0,283.0,66.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,1,0,,0,3.582278481012665,1996-08-03,24.016427104722794,
Robert MacIntyre,4,69.0,283.0,66.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,1,0,,0,-0.25316455696201956,1996-08-03,24.016427104722794,
Rod Perry,1,75.0,156.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,0,0,,0,3.884615384615387,,,
Rod Perry,2,81.0,156.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,0,0,,0,9.692307692307693,,,
Rod Perry,3,,156.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,0,0,,0,,,,
Rod Perry,4,,156.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,0,0,,0,,,,
Rory McIlroy,1,70.0,278.0,33.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,1,0,,0,-1.1153846153846132,1989-05-04,31.266255989048595,
Rory McIlroy,2,69.0,278.0,33.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,1,0,,0,-2.3076923076923066,1989-05-04,31.266255989048595,
Rory McIlroy,3,71.0,278.0,33.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,1,0,,0,0.5822784810126649,1989-05-04,31.266255989048595,
Rory McIlroy,4,68.0,278.0,33.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,1,0,,0,-1.2531645569620196,1989-05-04,31.266255989048595,
Rory Sabbatini,1,71.0,283.0,66.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,1,0,,0,-0.1153846153846132,1976-04-02,44.35318275154004,
Rory Sabbatini,2,70.0,283.0,66.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,1,0,,0,-1.3076923076923066,1976-04-02,44.35318275154004,
Rory Sabbatini,3,72.0,283.0,66.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,1,0,,0,1.5822784810126649,1976-04-02,44.35318275154004,
Rory Sabbatini,4,70.0,283.0,66.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,1,0,,0,0.7468354430379804,1976-04-02,44.35318275154004,
Russell Henley,1,71.0,279.0,37.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,1,0,,0,-0.1153846153846132,1989-04-12,31.326488706365502,
Russell Henley,2,69.0,279.0,37.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,1,0,,0,-2.3076923076923066,1989-04-12,31.326488706365502,
Russell Henley,3,71.0,279.0,37.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,1,0,,0,0.5822784810126649,1989-04-12,31.326488706365502,
Russell Henley,4,68.0,279.0,37.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,1,0,,0,-1.2531645569620196,1989-04-12,31.326488706365502,
Ryan Palmer,1,74.0,280.0,43.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,1,0,,0,2.884615384615387,1976-09-19,43.88774811772758,
Ryan Palmer,2,66.0,280.0,43.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,1,0,,0,-5.307692307692307,1976-09-19,43.88774811772758,
Ryan Palmer,3,76.0,280.0,43.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,1,0,,0,5.582278481012665,1976-09-19,43.88774811772758,
Ryan Palmer,4,64.0,280.0,43.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,1,0,,0,-5.25316455696202,1976-09-19,43.88774811772758,
Ryan Vermeer,1,79.0,150.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,0,0,,0,7.884615384615387,1978-01-11,42.57631759069131,
Ryan Vermeer,2,71.0,150.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,0,0,,0,-0.3076923076923066,1978-01-11,42.57631759069131,
Ryan Vermeer,3,,150.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,0,0,,0,,1978-01-11,42.57631759069131,
Ryan Vermeer,4,,150.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,0,0,,0,,1978-01-11,42.57631759069131,
Ryo Ishikawa,1,72.0,142.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,0,0,,0,0.8846153846153868,1991-09-17,28.895277207392198,
Ryo Ishikawa,2,70.0,142.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,0,0,,0,-1.3076923076923066,1991-09-17,28.895277207392198,
Ryo Ishikawa,3,,142.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,0,0,,0,,1991-09-17,28.895277207392198,
Ryo Ishikawa,4,,142.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,0,0,,0,,1991-09-17,28.895277207392198,
Scott Piercy,1,70.0,144.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,0,0,,0,-1.1153846153846132,1978-11-06,41.75770020533881,
Scott Piercy,2,74.0,144.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,0,0,,0,2.6923076923076934,1978-11-06,41.75770020533881,
Scott Piercy,3,,144.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,0,0,,0,,1978-11-06,41.75770020533881,
Scott Piercy,4,,144.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,0,0,,0,,1978-11-06,41.75770020533881,
Scottie Scheffler,1,66.0,202.0,2.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,1,0,,0,-5.115384615384613,1996-06-21,24.134154688569474,
Scottie Scheffler,2,71.0,202.0,2.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,1,0,,0,-0.3076923076923066,1996-06-21,24.134154688569474,
Scottie Scheffler,3,65.0,202.0,2.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,1,0,,0,-5.417721518987335,1996-06-21,24.134154688569474,
Scottie Scheffler,4,68.0,270.0,4.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,1,0,,0,-1.2531645569620196,1996-06-21,24.134154688569474,
Sebastian Munoz,1,71.0,143.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,0,1,2023-02-01,0,-0.1153846153846132,1992-12-29,27.61122518822724,-10.0
Sebastian Munoz,2,72.0,143.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,0,1,2023-02-01,0,0.6923076923076934,1992-12-29,27.61122518822724,-10.0
Sebastian Munoz,3,,143.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,0,1,2023-02-01,0,,1992-12-29,27.61122518822724,-10.0
Sebastian Munoz,4,,143.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,0,1,2023-02-01,0,,1992-12-29,27.61122518822724,-10.0
Sepp Straka,1,70.0,283.0,66.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,1,0,,0,-1.1153846153846132,1993-05-01,27.274469541409992,
Sepp Straka,2,71.0,283.0,66.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,1,0,,0,-0.3076923076923066,1993-05-01,27.274469541409992,
Sepp Straka,3,71.0,283.0,66.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,1,0,,0,0.5822784810126649,1993-05-01,27.274469541409992,
Sepp Straka,4,71.0,283.0,66.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,1,0,,0,1.7468354430379804,1993-05-01,27.274469541409992,
Sergio Garcia,1,73.0,146.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,0,1,2022-06-09,0,1.8846153846153868,1980-01-09,40.58316221765914,-8.0
Sergio Garcia,2,73.0,146.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,0,1,2022-06-09,0,1.6923076923076934,1980-01-09,40.58316221765914,-8.0
Sergio Garcia,3,,146.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,0,1,2022-06-09,0,,1980-01-09,40.58316221765914,-8.0
Sergio Garcia,4,,146.0,,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,0,1,2022-06-09,0,,1980-01-09,40.58316221765914,-8.0
Shane Lowry,1,68.0,283.0,66.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R1,1,0,,0,-3.115384615384613,1987-04-02,33.35523613963039,
Shane Lowry,2,72.0,283.0,66.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R2,1,0,,0,0.6923076923076934,1987-04-02,33.35523613963039,
Shane Lowry,3,69.0,283.0,66.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R3,1,0,,0,-1.4177215189873351,1987-04-02,33.35523613963039,
Shane Lowry,4,74.0,283.0,66.0,2020,PGA,2020-08-09,2020-PGA,2020-PGA-R4,1,0,,0,4.74683544303798,1987-04-02,33.35523613963039,
